Occupation,weekly_hours,daily_work_hours_consistency,weekly_work_days_consistency,fixed_commute_times,shift_work_status,overtime_exceeds_10hrs,works_on_saturdays,works_on_sundays,satisfaction
4,66.0,1.0,1.0,1.0,0.0,1,1,0,2
2,55.0,0.0,1.0,1.0,0.0,1,0,0,3
5,105.0,1.0,1.0,1.0,0.0,1,1,1,3
3,40.0,1.0,1.0,1.0,0.0,0,1,0,1
1,44.0,1.0,1.0,1.0,0.0,0,0,0,2
4,42.0,1.0,0.0,1.0,0.0,0,1,0,1
4,48.0,1.0,1.0,1.0,0.0,0,1,0,2
3,45.0,1.0,1.0,1.0,0.0,1,1,0,2
2,50.0,1.0,1.0,1.0,0.0,1,0,0,3
5,40.0,1.0,1.0,0.0,0.0,0,0,0,2
4,16.0,1.0,1.0,1.0,0.0,0,1,1,1
3,45.0,1.0,1.0,1.0,0.0,1,1,1,2
5,40.0,0.0,1.0,0.0,0.0,0,0,0,1
4,70.0,0.0,1.0,0.0,0.0,1,1,1,3
5,54.0,1.0,1.0,1.0,0.0,1,1,0,2
2,40.0,1.0,1.0,1.0,0.0,1,1,1,2
3,66.0,1.0,1.0,1.0,0.0,1,1,1,2
4,70.0,1.0,1.0,1.0,0.0,1,1,1,1
3,46.0,1.0,1.0,1.0,0.0,1,1,0,2
9,10.0,1.0,1.0,0.0,0.0,0,0,0,3
7,48.0,1.0,1.0,1.0,0.0,1,1,0,1
9,15.0,1.0,1.0,1.0,0.0,0,0,0,2
7,24.0,0.0,0.0,0.0,0.0,0,0,0,4
8,54.0,1.0,1.0,1.0,0.0,1,1,0,1
7,55.0,1.0,1.0,1.0,0.0,0,1,0,2
7,54.0,1.0,1.0,1.0,0.0,0,1,0,2
5,50.0,1.0,1.0,1.0,0.0,0,1,0,3
9,84.0,0.0,0.0,1.0,1.0,1,1,1,2
9,40.0,1.0,1.0,1.0,0.0,0,0,0,2
9,48.0,1.0,1.0,1.0,0.0,0,1,0,2
7,66.0,1.0,1.0,0.0,0.0,1,1,1,3
8,75.0,1.0,1.0,0.0,0.0,1,1,1,3
2,48.0,1.0,1.0,1.0,0.0,1,1,0,2
2,52.0,1.0,1.0,1.0,0.0,1,1,0,2
4,8.0,0.0,0.0,0.0,0.0,0,1,1,3
7,40.0,1.0,1.0,1.0,0.0,0,0,0,2
4,45.0,1.0,1.0,1.0,0.0,1,0,0,2
7,84.0,1.0,1.0,1.0,0.0,1,1,1,3
5,40.0,1.0,1.0,1.0,0.0,1,0,0,2
3,12.0,1.0,1.0,1.0,0.0,0,0,0,2
2,40.0,1.0,1.0,1.0,0.0,0,1,0,2
8,72.0,1.0,1.0,1.0,0.0,1,1,0,2
7,50.0,0.0,1.0,0.0,0.0,0,1,1,3
7,50.0,1.0,1.0,1.0,0.0,1,1,0,3
3,42.0,1.0,1.0,1.0,0.0,0,1,1,3
3,40.0,1.0,1.0,1.0,0.0,0,0,0,2
4,40.0,1.0,1.0,1.0,0.0,1,1,1,3
3,50.0,1.0,1.0,0.0,0.0,1,1,0,2
2,40.0,0.0,1.0,0.0,0.0,1,1,0,2
2,40.0,1.0,1.0,1.0,0.0,1,0,0,2
5,40.0,1.0,1.0,1.0,0.0,1,0,0,1
1,40.0,1.0,1.0,1.0,0.0,1,0,1,1
2,40.0,1.0,1.0,1.0,0.0,0,0,0,2
2,35.0,1.0,1.0,1.0,0.0,0,1,0,2
5,50.0,1.0,1.0,1.0,0.0,0,1,0,2
4,36.0,1.0,1.0,1.0,0.0,0,1,1,2
7,40.0,1.0,1.0,1.0,0.0,0,0,0,2
7,44.0,1.0,0.0,1.0,0.0,1,1,1,3
2,48.0,1.0,1.0,1.0,0.0,0,1,0,2
2,40.0,1.0,1.0,1.0,0.0,1,1,0,3
3,48.0,1.0,1.0,1.0,0.0,0,1,0,2
2,40.0,1.0,1.0,1.0,0.0,0,1,0,2
4,40.0,1.0,1.0,1.0,0.0,0,0,0,2
9,6.0,1.0,1.0,1.0,0.0,0,0,0,2
2,28.0,0.0,0.0,0.0,0.0,0,1,1,3
2,25.0,1.0,1.0,1.0,0.0,0,0,0,2
9,60.0,1.0,1.0,1.0,0.0,0,1,0,2
7,45.0,1.0,1.0,1.0,0.0,1,0,0,3
9,50.0,1.0,1.0,1.0,0.0,1,1,1,3
9,40.0,1.0,1.0,0.0,0.0,0,1,1,3
7,60.0,1.0,0.0,0.0,0.0,1,1,1,2
5,40.0,1.0,1.0,1.0,0.0,0,0,0,2
1,40.0,1.0,0.0,0.0,0.0,1,1,1,2
4,72.0,1.0,1.0,1.0,0.0,1,1,1,2
2,15.0,1.0,1.0,1.0,0.0,0,0,0,2
3,40.0,1.0,1.0,1.0,0.0,1,0,0,3
2,40.0,1.0,1.0,1.0,1.0,1,1,1,3
7,48.0,0.0,0.0,1.0,0.0,1,0,0,4
8,40.0,1.0,1.0,1.0,0.0,0,0,0,3
5,40.0,1.0,1.0,1.0,1.0,0,1,1,3
4,77.0,1.0,1.0,1.0,0.0,1,1,1,3
7,58.0,1.0,1.0,1.0,1.0,1,1,0,3
7,55.0,1.0,1.0,1.0,0.0,1,1,0,2
4,70.0,1.0,1.0,0.0,0.0,1,1,1,3
4,12.0,1.0,1.0,1.0,0.0,0,1,0,3
4,76.0,1.0,1.0,1.0,0.0,1,1,0,2
7,50.0,1.0,1.0,1.0,0.0,0,1,1,2
1,44.0,1.0,1.0,1.0,0.0,0,1,0,2
5,50.0,1.0,1.0,1.0,0.0,0,1,0,1
5,54.0,1.0,1.0,1.0,1.0,0,1,1,3
5,48.0,1.0,1.0,1.0,0.0,1,1,0,1
3,40.0,1.0,1.0,1.0,1.0,0,1,1,2
2,45.0,1.0,1.0,1.0,1.0,1,1,1,2
1,40.0,1.0,1.0,1.0,0.0,0,0,0,1
3,40.0,1.0,1.0,1.0,0.0,0,0,0,2
3,54.0,1.0,1.0,1.0,0.0,0,1,0,2
8,48.0,1.0,1.0,1.0,0.0,0,1,0,3
2,40.0,1.0,1.0,1.0,0.0,0,0,0,2
7,45.0,1.0,1.0,1.0,0.0,1,1,0,1
3,40.0,1.0,1.0,1.0,0.0,1,0,0,2
7,32.0,1.0,1.0,1.0,0.0,0,0,0,3
7,50.0,1.0,1.0,1.0,0.0,0,1,0,2
5,40.0,1.0,1.0,1.0,1.0,0,1,1,1
7,50.0,1.0,1.0,1.0,0.0,1,1,1,3
2,40.0,1.0,1.0,1.0,0.0,1,0,0,2
4,60.0,1.0,1.0,1.0,0.0,1,1,1,1
7,40.0,1.0,1.0,1.0,0.0,0,1,0,2
7,45.0,1.0,1.0,1.0,0.0,0,1,0,2
7,48.0,1.0,1.0,1.0,0.0,1,1,1,2
3,40.0,1.0,1.0,1.0,0.0,0,1,1,3
7,54.0,1.0,1.0,1.0,0.0,0,1,0,3
7,70.0,1.0,0.0,1.0,1.0,1,1,1,4
2,44.0,1.0,1.0,1.0,0.0,1,1,1,2
2,40.0,1.0,1.0,1.0,0.0,0,0,0,1
2,60.0,1.0,1.0,1.0,0.0,1,1,0,1
3,48.0,1.0,1.0,1.0,0.0,0,1,0,1
3,40.0,1.0,1.0,1.0,0.0,0,1,0,2
7,48.0,1.0,1.0,1.0,0.0,1,1,1,2
9,32.0,1.0,1.0,1.0,0.0,1,1,1,2
2,50.0,1.0,1.0,1.0,0.0,1,0,0,2
5,35.0,1.0,1.0,1.0,0.0,0,1,1,1
3,40.0,1.0,1.0,1.0,0.0,1,1,1,1
8,48.0,1.0,1.0,1.0,0.0,0,1,0,2
7,40.0,1.0,1.0,1.0,0.0,1,0,0,1
8,40.0,1.0,1.0,1.0,0.0,1,1,1,2
7,72.0,1.0,1.0,1.0,1.0,1,1,0,2
4,60.0,1.0,1.0,1.0,0.0,1,1,1,4
7,48.0,1.0,1.0,1.0,1.0,0,1,0,3
7,48.0,1.0,1.0,1.0,0.0,1,1,1,2
5,60.0,1.0,1.0,1.0,0.0,1,1,0,2
7,60.0,1.0,1.0,1.0,0.0,1,1,0,2
9,48.0,1.0,1.0,1.0,0.0,0,1,0,2
7,48.0,1.0,1.0,1.0,0.0,0,1,1,2
9,60.0,1.0,1.0,1.0,0.0,1,1,1,4
2,44.0,1.0,1.0,1.0,0.0,0,1,0,2
3,40.0,1.0,1.0,1.0,0.0,0,0,0,3
9,48.0,1.0,1.0,1.0,0.0,1,1,0,3
5,55.0,1.0,1.0,1.0,1.0,1,1,1,2
4,91.0,0.0,0.0,1.0,0.0,1,1,1,2
9,40.0,1.0,1.0,1.0,0.0,0,1,0,2
8,48.0,0.0,1.0,0.0,0.0,1,0,1,2
7,48.0,0.0,0.0,0.0,0.0,1,1,0,2
7,60.0,0.0,0.0,0.0,0.0,1,1,1,2
9,40.0,0.0,0.0,0.0,0.0,0,0,0,2
2,40.0,1.0,1.0,1.0,0.0,1,0,0,2
7,15.0,0.0,0.0,0.0,0.0,1,1,1,2
7,52.0,0.0,0.0,0.0,0.0,1,1,1,2
9,40.0,1.0,1.0,1.0,0.0,1,1,1,3
4,48.0,1.0,1.0,1.0,0.0,0,1,0,1
9,48.0,1.0,1.0,1.0,0.0,1,1,0,2
7,48.0,1.0,1.0,1.0,0.0,1,1,0,3
9,48.0,1.0,1.0,1.0,0.0,1,1,0,2
4,35.0,1.0,1.0,1.0,0.0,0,1,1,3
8,28.0,0.0,0.0,0.0,0.0,1,0,0,2
9,20.0,0.0,0.0,0.0,0.0,0,0,0,3
3,54.0,1.0,1.0,1.0,0.0,1,1,0,3
3,36.0,0.0,0.0,0.0,0.0,0,1,0,2
1,60.0,1.0,1.0,1.0,0.0,1,1,0,1
8,40.0,1.0,1.0,1.0,0.0,1,0,0,2
9,40.0,1.0,1.0,1.0,0.0,1,1,0,2
4,24.0,1.0,1.0,1.0,0.0,0,1,0,2
9,60.0,1.0,1.0,1.0,0.0,1,1,1,4
2,40.0,1.0,1.0,1.0,0.0,1,0,0,2
3,40.0,1.0,1.0,1.0,0.0,0,1,0,3
9,18.0,1.0,1.0,1.0,0.0,0,1,0,3
5,40.0,1.0,1.0,1.0,0.0,0,0,0,2
2,55.0,1.0,1.0,1.0,1.0,1,1,0,3
2,60.0,1.0,1.0,1.0,0.0,1,1,1,1
7,47.0,1.0,1.0,1.0,0.0,1,1,0,2
2,40.0,1.0,1.0,1.0,0.0,1,0,0,1
7,60.0,1.0,1.0,1.0,0.0,1,1,1,2
2,50.0,1.0,1.0,1.0,0.0,1,0,0,3
5,60.0,1.0,1.0,0.0,0.0,1,1,0,2
4,70.0,1.0,1.0,1.0,0.0,1,1,1,2
3,50.0,1.0,1.0,1.0,0.0,1,1,0,3
3,55.0,1.0,0.0,1.0,0.0,1,1,0,4
2,72.0,1.0,1.0,1.0,1.0,1,1,1,3
7,40.0,1.0,0.0,1.0,0.0,1,0,0,4
1,60.0,1.0,1.0,1.0,0.0,1,1,1,1
6,35.0,1.0,1.0,0.0,0.0,0,1,1,3
6,70.0,1.0,1.0,0.0,0.0,1,1,0,4
6,30.0,1.0,0.0,1.0,0.0,1,1,1,2
3,40.0,1.0,1.0,1.0,0.0,0,1,0,2
9,54.0,1.0,1.0,1.0,0.0,0,1,0,2
7,54.0,1.0,1.0,1.0,0.0,1,1,0,2
5,60.0,1.0,1.0,1.0,0.0,1,1,1,3
2,43.0,1.0,1.0,1.0,0.0,1,0,0,1
8,60.0,1.0,1.0,0.0,0.0,1,1,0,2
3,77.0,1.0,1.0,1.0,1.0,1,0,0,3
4,40.0,0.0,0.0,1.0,0.0,1,1,0,2
8,40.0,0.0,0.0,0.0,0.0,0,0,0,2
4,96.0,1.0,1.0,1.0,0.0,1,1,0,2
5,56.0,1.0,1.0,1.0,0.0,0,1,1,2
3,40.0,1.0,1.0,1.0,0.0,0,0,0,1
8,84.0,0.0,0.0,0.0,0.0,1,1,1,3
9,40.0,1.0,1.0,1.0,0.0,0,1,0,2
9,40.0,1.0,1.0,1.0,0.0,1,1,0,1
2,63.0,0.0,0.0,0.0,0.0,0,1,1,3
5,40.0,1.0,1.0,1.0,1.0,0,1,1,2
4,84.0,1.0,1.0,1.0,0.0,1,1,0,4
4,78.0,1.0,1.0,1.0,0.0,1,1,0,2
7,48.0,1.0,1.0,1.0,0.0,0,1,0,1
2,40.0,1.0,1.0,1.0,1.0,1,1,1,2
8,72.0,1.0,1.0,1.0,1.0,1,1,1,3
9,54.0,1.0,1.0,1.0,0.0,0,1,0,3
4,42.0,1.0,1.0,1.0,0.0,0,1,0,2
2,45.0,1.0,1.0,1.0,0.0,0,1,0,2
3,40.0,1.0,1.0,1.0,0.0,1,0,0,2
7,48.0,1.0,1.0,1.0,0.0,0,1,0,2
7,60.0,0.0,1.0,1.0,0.0,1,1,1,2
7,66.0,1.0,1.0,0.0,0.0,1,1,0,3
3,40.0,1.0,1.0,1.0,0.0,0,0,0,2
8,24.0,0.0,0.0,0.0,0.0,0,1,0,2
2,45.0,1.0,1.0,1.0,0.0,1,1,0,2
2,40.0,1.0,1.0,1.0,0.0,0,1,0,2
7,60.0,1.0,1.0,1.0,0.0,1,1,0,2
7,50.0,1.0,1.0,1.0,0.0,1,1,0,3
2,72.0,1.0,1.0,1.0,0.0,1,1,0,2
2,30.0,1.0,1.0,1.0,0.0,0,0,0,2
2,14.0,0.0,1.0,1.0,0.0,0,0,0,1
7,48.0,0.0,0.0,0.0,0.0,0,0,1,2
7,48.0,1.0,1.0,1.0,0.0,1,1,1,2
9,54.0,1.0,1.0,1.0,0.0,1,1,1,2
3,40.0,1.0,1.0,1.0,0.0,0,0,0,2
4,77.0,0.0,0.0,0.0,0.0,1,1,1,2
1,40.0,1.0,1.0,1.0,0.0,0,1,0,1
3,40.0,1.0,1.0,1.0,0.0,0,0,0,2
2,46.0,1.0,1.0,1.0,0.0,0,1,0,3
2,40.0,1.0,1.0,1.0,0.0,1,1,0,1
7,50.0,1.0,1.0,1.0,1.0,1,1,0,2
1,44.0,1.0,1.0,1.0,0.0,0,1,0,1
7,30.0,0.0,0.0,0.0,0.0,0,1,0,3
7,50.0,1.0,1.0,1.0,0.0,1,0,0,2
7,54.0,0.0,0.0,0.0,0.0,0,1,0,2
2,45.0,1.0,1.0,1.0,0.0,0,0,0,2
3,40.0,1.0,1.0,1.0,0.0,0,0,0,2
3,50.0,1.0,1.0,1.0,0.0,1,0,0,2
5,84.0,1.0,1.0,1.0,0.0,1,1,1,2
1,70.0,1.0,1.0,0.0,0.0,1,1,1,3
1,25.0,1.0,1.0,1.0,0.0,0,0,0,2
3,48.0,1.0,1.0,1.0,0.0,0,1,0,2
2,50.0,0.0,1.0,0.0,0.0,1,1,0,1
2,27.0,1.0,1.0,1.0,0.0,0,1,0,2
2,40.0,1.0,1.0,1.0,0.0,0,0,0,1
9,40.0,1.0,1.0,1.0,1.0,0,1,1,2
3,54.0,1.0,1.0,1.0,0.0,0,1,0,2
1,40.0,1.0,1.0,0.0,0.0,0,1,0,2
2,72.0,0.0,0.0,1.0,0.0,1,1,1,2
7,72.0,0.0,1.0,1.0,1.0,1,1,0,4
7,60.0,1.0,1.0,1.0,0.0,1,1,1,2
3,45.0,1.0,1.0,1.0,0.0,0,1,0,3
5,40.0,1.0,1.0,1.0,0.0,1,1,0,2
2,60.0,1.0,1.0,1.0,0.0,1,0,0,3
9,40.0,1.0,1.0,1.0,0.0,1,1,0,2
3,20.0,0.0,1.0,1.0,0.0,0,1,0,2
2,40.0,1.0,1.0,1.0,0.0,1,0,0,3
3,40.0,0.0,1.0,1.0,0.0,1,1,0,2
4,40.0,1.0,1.0,1.0,0.0,1,1,0,1
2,40.0,1.0,1.0,1.0,0.0,1,0,0,2
3,40.0,1.0,1.0,1.0,0.0,0,0,0,1
2,55.0,1.0,1.0,1.0,0.0,1,1,0,2
2,40.0,1.0,1.0,1.0,0.0,1,0,0,2
2,100.0,1.0,1.0,1.0,0.0,1,1,0,3
6,60.0,1.0,1.0,1.0,0.0,1,1,0,2
3,54.0,1.0,1.0,1.0,0.0,1,1,1,4
3,48.0,1.0,1.0,1.0,0.0,0,1,0,2
9,54.0,1.0,1.0,1.0,0.0,1,1,0,3
4,50.0,1.0,1.0,1.0,1.0,1,1,1,4
2,40.0,1.0,1.0,1.0,0.0,1,0,0,2
3,40.0,1.0,1.0,1.0,0.0,1,1,1,2
8,78.0,1.0,1.0,1.0,0.0,1,1,0,3
4,60.0,1.0,1.0,1.0,0.0,1,1,1,2
2,50.0,1.0,1.0,1.0,0.0,1,1,1,1
7,72.0,1.0,1.0,1.0,0.0,1,1,1,2
5,50.0,1.0,1.0,1.0,0.0,1,1,1,2
7,50.0,1.0,1.0,1.0,0.0,1,1,1,2
7,40.0,1.0,1.0,1.0,0.0,1,1,1,3
3,40.0,1.0,1.0,1.0,0.0,1,0,0,2
7,60.0,1.0,1.0,1.0,0.0,1,1,0,2
7,54.0,1.0,1.0,1.0,0.0,1,1,1,2
5,32.0,1.0,1.0,1.0,0.0,1,1,0,2
4,48.0,1.0,1.0,1.0,0.0,0,1,1,2
5,48.0,0.0,0.0,1.0,0.0,1,1,0,2
2,8.0,0.0,1.0,0.0,0.0,0,0,1,3
2,50.0,1.0,1.0,1.0,0.0,1,0,0,2
5,44.0,1.0,1.0,1.0,0.0,1,1,0,2
8,60.0,1.0,1.0,1.0,0.0,1,1,1,2
7,60.0,1.0,1.0,1.0,0.0,0,1,0,1
2,60.0,1.0,1.0,1.0,0.0,1,1,0,3
3,55.0,0.0,1.0,1.0,0.0,1,1,0,2
3,48.0,1.0,1.0,1.0,0.0,0,1,0,1
8,48.0,1.0,1.0,1.0,0.0,0,1,0,2
5,90.0,1.0,1.0,0.0,0.0,1,1,0,3
5,70.0,1.0,1.0,0.0,0.0,1,1,1,2
3,72.0,1.0,1.0,1.0,0.0,1,1,0,2
4,63.0,1.0,1.0,0.0,0.0,1,1,1,3
7,50.0,0.0,0.0,1.0,0.0,1,1,1,3
5,78.0,1.0,1.0,0.0,0.0,1,1,0,3
8,60.0,1.0,1.0,0.0,0.0,1,1,0,2
5,60.0,1.0,1.0,1.0,0.0,1,1,0,2
3,40.0,1.0,1.0,1.0,0.0,0,0,0,2
4,25.0,0.0,0.0,0.0,1.0,0,1,1,2
2,30.0,1.0,1.0,1.0,0.0,1,1,1,2
8,40.0,1.0,1.0,1.0,0.0,0,1,0,2
1,48.0,0.0,0.0,1.0,0.0,1,1,0,2
2,42.0,1.0,1.0,1.0,0.0,0,1,0,3
5,35.0,0.0,0.0,1.0,0.0,1,1,0,2
5,48.0,1.0,1.0,1.0,0.0,0,1,0,3
3,40.0,1.0,1.0,1.0,0.0,0,0,0,2
2,70.0,0.0,1.0,1.0,0.0,1,1,1,3
3,60.0,1.0,1.0,1.0,0.0,1,1,1,3
3,40.0,1.0,1.0,1.0,0.0,1,1,0,3
8,72.0,1.0,1.0,1.0,0.0,1,1,0,2
3,50.0,1.0,1.0,1.0,0.0,1,1,0,2
3,60.0,1.0,1.0,1.0,0.0,0,0,0,1
3,72.0,1.0,1.0,1.0,0.0,1,1,1,3
9,48.0,1.0,1.0,1.0,0.0,0,1,0,2
9,48.0,1.0,1.0,1.0,0.0,1,1,0,3
3,40.0,1.0,1.0,1.0,0.0,0,0,0,2
9,96.0,1.0,1.0,1.0,1.0,1,1,1,2
2,45.0,1.0,1.0,1.0,0.0,1,1,0,2
5,40.0,1.0,1.0,1.0,0.0,0,1,0,2
2,40.0,1.0,1.0,1.0,0.0,0,0,0,3
2,50.0,1.0,1.0,1.0,0.0,1,1,1,2
2,50.0,0.0,1.0,1.0,0.0,1,1,0,2
2,48.0,0.0,1.0,0.0,0.0,1,1,0,3
9,36.0,1.0,1.0,1.0,0.0,0,1,0,2
5,10.0,1.0,1.0,1.0,0.0,1,1,0,2
9,45.0,1.0,1.0,1.0,0.0,1,0,0,2
8,45.0,1.0,1.0,0.0,0.0,1,1,1,3
8,56.0,1.0,1.0,0.0,0.0,1,1,1,3
3,30.0,1.0,1.0,1.0,0.0,0,1,0,2
3,40.0,1.0,1.0,1.0,0.0,0,0,0,2
2,40.0,1.0,1.0,1.0,0.0,1,0,0,2
2,40.0,1.0,1.0,1.0,0.0,0,0,0,2
7,56.0,1.0,1.0,1.0,0.0,1,1,0,2
4,42.0,1.0,1.0,1.0,1.0,0,1,1,2
3,40.0,1.0,1.0,1.0,0.0,1,0,0,2
2,65.0,1.0,1.0,1.0,0.0,1,1,0,3
7,50.0,0.0,0.0,0.0,0.0,1,1,1,3
4,54.0,1.0,1.0,1.0,1.0,1,1,1,2
9,40.0,1.0,1.0,1.0,0.0,1,1,0,2
2,48.0,1.0,1.0,1.0,0.0,0,1,0,1
2,45.0,0.0,0.0,0.0,0.0,1,1,1,2
8,54.0,1.0,1.0,1.0,0.0,1,1,1,2
7,40.0,1.0,1.0,1.0,0.0,0,0,0,1
3,54.0,1.0,1.0,1.0,0.0,0,1,0,2
4,72.0,1.0,1.0,0.0,0.0,1,1,0,2
7,64.0,1.0,1.0,1.0,0.0,1,1,0,2
7,30.0,1.0,0.0,1.0,0.0,1,1,1,3
8,50.0,1.0,1.0,1.0,0.0,1,1,0,2
7,65.0,1.0,1.0,1.0,0.0,1,1,1,3
9,48.0,0.0,1.0,0.0,0.0,0,1,0,2
7,57.0,1.0,1.0,1.0,0.0,1,1,0,2
7,40.0,1.0,1.0,0.0,0.0,1,1,1,2
3,40.0,1.0,1.0,1.0,0.0,1,0,0,2
5,40.0,0.0,1.0,1.0,0.0,1,0,0,1
3,40.0,1.0,1.0,1.0,0.0,0,0,0,2
3,45.0,1.0,1.0,1.0,0.0,0,1,0,2
3,48.0,0.0,1.0,1.0,0.0,0,1,0,2
7,18.0,0.0,0.0,0.0,0.0,0,0,0,2
3,50.0,1.0,1.0,1.0,0.0,1,0,0,2
3,45.0,1.0,1.0,1.0,0.0,0,0,0,2
3,40.0,1.0,1.0,1.0,0.0,0,0,0,1
7,56.0,1.0,1.0,1.0,0.0,1,1,1,2
