Occupation,weekly_hours,daily_work_hours_consistency,weekly_work_days_consistency,fixed_commute_times,shift_work_status,overtime_exceeds_10hrs,works_on_saturdays,works_on_sundays,satisfaction
6,40,0,0,0,0,0,1,1,3
5,46,1,0,1,0,0,1,1,3
5,42,1,0,0,0,0,1,1,2
2,60,1,1,1,0,1,1,0,2
6,56,0,0,0,0,0,1,1,2
7,32,0,0,0,0,0,0,0,2
6,70,0,0,0,0,1,1,1,2
6,25,0,0,0,0,0,1,1,2
5,63,1,1,1,0,0,1,1,2
5,60,0,1,0,0,1,1,0,2
6,20,0,0,0,0,0,0,0,2
5,60,0,0,0,0,1,1,1,2
7,60,0,0,0,0,0,1,1,3
6,25,0,0,0,0,0,1,1,2
6,42,0,0,0,0,0,1,1,3
6,70,0,0,0,0,0,1,1,2
6,56,0,0,0,0,0,1,1,2
6,48,0,0,0,0,0,1,1,2
4,60,0,0,0,0,1,1,1,2
6,30,1,1,0,0,0,1,0,2
6,63,1,1,0,0,1,1,1,2
6,40,1,1,0,0,0,1,1,2
6,63,1,1,1,0,1,1,1,2
6,63,1,1,1,0,1,1,1,3
6,48,1,1,1,0,0,1,0,2
9,60,0,0,0,0,1,1,1,4
5,84,1,1,1,0,1,1,1,2
6,42,0,1,0,0,0,1,1,2
6,28,0,1,0,0,0,1,1,3
4,72,1,1,0,0,0,0,0,2
4,84,1,1,0,0,1,1,1,2
8,60,0,0,0,0,1,1,1,2
6,60,0,0,0,0,1,1,1,2
6,60,0,0,0,0,1,1,1,3
5,48,0,1,0,0,0,1,0,1
5,48,0,0,0,0,0,1,0,2
6,20,0,0,0,0,0,0,0,2
2,30,0,0,0,0,1,0,0,2
5,56,0,1,0,0,0,1,1,3
6,30,0,0,0,0,0,1,1,2
6,50,0,0,0,0,0,1,1,2
6,7,0,0,0,0,0,1,0,2
5,70,0,0,0,0,1,1,1,3
6,30,0,0,0,0,0,1,1,2
9,84,0,0,0,0,1,1,0,3
4,105,1,1,0,0,1,1,1,2
4,60,0,0,0,0,0,0,0,2
7,60,1,1,1,0,1,1,0,2
5,98,1,1,1,0,1,1,1,3
5,70,0,0,0,0,1,1,1,2
5,80,1,1,1,0,1,1,1,2
4,60,1,1,1,0,1,1,1,2
4,80,1,1,1,0,1,1,1,2
4,56,0,0,0,0,0,1,1,2
5,70,1,1,1,0,1,1,1,2
2,84,1,1,1,0,1,1,1,2
5,84,1,1,1,1,1,1,1,2
5,105,1,1,1,0,1,1,1,2
5,105,1,1,1,0,1,1,1,2
5,60,1,1,0,0,1,1,0,2
7,40,0,0,0,0,1,0,0,2
8,72,0,0,0,0,1,1,1,2
9,100,0,0,0,0,1,1,1,3
5,70,1,1,1,0,1,1,0,2
6,40,0,0,0,0,0,1,1,2
6,40,0,0,0,0,0,1,1,2
9,50,0,0,0,0,0,1,1,4
5,56,0,0,0,0,0,1,1,1
4,63,1,1,1,0,0,1,1,2
4,56,0,1,0,0,0,1,1,2
4,84,0,1,0,1,1,1,1,3
5,60,1,1,1,0,0,1,0,2
6,20,0,0,0,0,0,1,1,2
2,44,1,1,1,0,0,1,0,2
4,60,1,1,1,0,1,1,0,2
8,56,1,1,1,0,0,1,1,2
8,40,1,1,1,0,0,1,0,2
5,56,0,1,0,0,0,1,1,3
3,60,0,1,0,1,1,1,0,2
4,77,1,1,1,0,1,1,1,2
2,60,0,0,0,0,1,0,0,3
2,30,0,1,0,0,0,0,0,2
5,30,0,0,0,0,1,0,0,2
8,70,1,1,1,0,1,1,1,3
5,84,0,0,0,0,1,1,1,2
4,42,0,0,0,0,1,1,1,2
2,50,0,0,0,0,0,1,0,2
7,50,1,1,0,0,1,1,1,3
4,60,1,1,1,0,1,1,1,3
5,60,1,1,1,0,1,1,0,2
5,60,0,0,0,0,0,1,1,3
4,56,0,0,0,0,1,1,1,4
5,60,1,1,1,0,0,1,1,1
6,60,0,0,0,0,1,1,1,3
7,40,1,1,0,0,0,1,0,2
5,70,1,1,1,0,1,1,1,2
4,60,1,1,1,0,1,1,0,2
8,60,1,1,1,0,1,1,0,3
8,54,0,1,0,0,0,0,1,2
6,12,0,0,0,0,0,1,1,2
5,70,0,1,0,0,1,1,1,2
6,20,1,0,0,0,0,0,0,2
8,40,0,0,0,0,0,0,0,2
5,45,0,0,0,0,0,0,0,2
2,48,1,1,0,0,0,1,0,2
4,70,1,1,0,0,1,1,1,2
5,80,1,1,1,0,1,1,1,2
6,30,0,0,0,0,1,1,1,2
7,40,0,0,0,0,0,0,0,2
6,32,0,0,0,0,0,1,1,3
6,31,0,0,0,0,0,1,1,2
6,60,0,0,0,0,1,1,0,3
4,70,1,1,1,0,1,1,1,2
4,80,1,1,1,0,1,1,1,2
7,70,1,1,1,0,1,1,1,2
8,75,0,0,0,0,1,0,0,2
5,98,0,0,1,0,1,1,1,3
5,42,0,0,0,0,0,1,0,3
5,70,0,0,1,0,1,1,0,2
6,45,0,0,0,0,0,1,1,3
6,30,0,0,0,0,0,1,0,4
1,60,1,1,1,0,1,1,0,2
4,72,1,1,1,0,1,1,0,2
8,50,0,0,1,0,1,1,0,2
5,60,0,0,0,0,1,1,1,2
2,10,0,0,0,0,0,1,0,2
2,48,0,0,0,0,0,1,1,3
8,60,0,1,0,0,1,1,0,2
6,70,0,0,0,0,1,1,1,2
6,42,0,0,0,0,0,0,0,2
5,72,0,0,1,0,1,1,0,2
5,60,1,1,1,0,1,1,0,2
6,60,0,0,1,0,1,0,0,2
5,60,1,1,1,0,1,1,1,1
4,60,1,1,1,0,1,1,0,2
4,60,0,0,0,0,0,1,1,2
5,50,1,1,1,0,0,0,0,2
7,50,1,0,0,0,0,1,0,2
5,98,1,1,1,0,1,1,1,3
8,48,0,0,0,0,0,0,0,2
6,35,0,0,0,0,0,0,0,3
6,40,0,0,0,0,0,1,0,2
2,48,0,0,0,0,0,1,0,3
6,45,0,0,0,0,0,1,1,3
6,56,1,1,0,0,1,1,1,3
6,40,0,0,0,0,0,1,1,2
5,44,1,1,0,0,0,1,0,2
5,55,1,1,0,0,0,1,1,3
5,54,1,1,1,0,0,1,0,2
8,60,1,1,1,0,1,1,0,3
5,60,1,1,1,0,1,1,0,2
4,72,1,1,0,0,1,1,0,2
5,105,1,1,0,0,1,1,1,3
4,60,1,1,1,0,1,1,0,2
4,70,0,1,0,0,1,1,1,2
5,60,1,1,1,0,1,1,0,2
4,70,0,1,0,0,1,1,1,2
4,70,1,1,0,0,1,1,1,3
4,84,1,1,0,0,1,1,1,2
4,72,1,1,1,0,1,1,0,2
6,48,0,0,0,0,0,1,0,2
6,50,0,0,0,0,1,0,0,2
4,60,0,0,0,0,1,1,1,2
5,60,0,1,0,0,1,1,1,3
5,50,1,1,1,0,1,1,1,4
6,84,0,0,0,0,1,1,1,2
4,70,1,1,1,0,1,1,1,2
5,72,1,1,1,0,1,1,0,3
8,50,0,0,0,0,0,1,0,3
6,18,0,0,0,0,0,0,0,3
6,18,0,0,0,0,0,0,0,3
5,60,1,1,1,0,1,1,1,2
6,35,0,0,0,0,0,1,1,3
6,50,1,1,0,0,0,1,0,3
6,50,0,0,0,0,1,1,0,3
6,20,0,0,0,0,0,1,1,2
6,56,1,1,0,0,0,1,1,3
6,40,0,0,0,0,0,1,1,2
4,60,1,1,0,0,1,1,1,3
6,49,1,1,0,0,0,1,1,2
6,40,0,0,0,0,0,1,1,2
6,98,1,1,0,0,1,1,1,3
6,35,0,1,0,0,0,1,1,3
1,60,0,0,0,0,1,1,0,2
4,70,0,0,0,0,1,1,1,2
4,70,1,1,0,0,1,1,1,2
4,60,1,1,1,0,1,1,1,2
6,60,1,1,0,0,1,1,1,3
6,65,1,1,0,0,0,1,1,3
6,68,1,1,0,0,0,1,1,2
4,50,1,1,1,0,0,1,0,2
6,25,0,0,0,0,0,0,0,2
8,40,1,1,1,0,0,0,0,2
5,50,1,1,1,0,0,0,0,2
6,30,0,0,0,0,0,1,0,1
6,40,0,0,0,0,0,1,1,2
6,50,0,0,0,0,1,0,0,2
5,90,0,0,0,0,1,1,0,2
6,24,0,0,0,0,0,0,0,2
9,10,0,0,0,0,1,1,1,3
4,30,0,0,0,0,0,1,1,3
6,40,0,0,0,0,1,1,1,2
6,30,0,0,0,0,0,1,0,2
6,37,0,0,0,0,1,1,1,2
4,60,1,1,1,0,1,1,1,3
5,66,0,0,0,0,1,0,0,2
5,24,1,1,1,0,0,1,0,3
5,48,0,0,0,0,0,1,0,2
6,20,0,0,0,0,0,1,1,2
7,48,0,0,0,0,1,1,0,2
4,48,0,0,0,0,0,1,0,2
6,26,0,0,0,0,0,1,0,2
5,60,1,1,1,0,1,1,0,3
5,50,1,1,1,0,1,1,1,2
6,26,0,0,0,0,0,0,0,2
6,30,0,0,0,0,1,1,1,2
6,40,0,0,0,0,0,1,1,2
5,70,0,1,0,0,1,1,1,2
7,48,1,1,1,0,1,1,0,2
8,48,1,0,1,0,0,1,0,2
6,40,0,0,0,0,0,1,1,3
6,30,0,0,0,0,0,1,1,4
6,20,0,0,0,0,0,1,1,4
6,30,0,0,0,0,0,0,0,4
6,40,0,0,0,0,0,1,0,3
6,20,0,0,0,0,0,1,0,4
6,12,0,0,0,0,0,0,0,2
5,66,1,1,1,0,1,1,0,2
4,72,1,1,0,0,1,1,1,3
4,60,0,1,0,0,1,1,1,2
7,60,1,1,1,0,1,1,0,2
7,60,1,1,1,0,1,1,0,2
6,70,1,1,1,0,1,1,1,3
6,70,1,1,1,0,1,1,1,2
6,70,1,1,1,0,1,1,1,2
5,78,1,1,0,0,1,1,1,2
5,60,1,1,0,0,1,1,0,3
7,60,1,1,0,0,1,1,1,3
4,45,1,1,1,0,0,0,0,2
5,35,1,1,1,0,0,1,1,2
5,60,1,1,1,0,1,1,1,2
9,72,1,1,0,0,1,1,0,2
7,60,1,1,0,0,1,1,0,3
8,24,0,1,0,0,1,1,1,2
6,60,0,0,0,0,1,1,1,3
4,60,0,0,0,0,1,1,0,1
4,60,1,1,1,0,0,1,1,3
6,50,0,1,0,0,0,1,1,3
6,60,0,0,0,0,0,0,0,2
6,40,0,0,0,0,0,1,1,3
6,60,0,0,0,0,0,1,1,2
6,30,0,0,0,0,0,1,1,3
4,78,1,1,0,0,1,1,0,2
5,90,1,1,0,0,1,1,0,2
4,66,1,1,0,0,1,1,1,1
6,42,0,0,0,0,0,1,1,2
6,56,0,0,0,0,0,0,0,3
6,70,1,1,0,0,1,1,1,3
6,40,0,0,0,0,0,1,1,2
6,36,0,0,0,0,0,1,1,3
6,35,0,0,0,0,0,1,1,2
6,36,0,0,0,0,0,1,1,2
6,30,0,0,0,0,0,1,1,2
4,50,1,1,1,0,0,1,1,2
6,55,0,0,0,0,0,1,1,2
6,55,0,0,0,0,1,1,1,2
6,60,0,0,0,0,1,1,1,2
3,108,0,0,0,0,1,1,1,2
5,60,1,1,1,0,1,1,0,2
5,60,0,0,0,0,1,1,1,2
4,65,0,1,1,0,1,1,0,2
6,70,0,0,0,0,1,1,1,2
6,65,0,0,0,0,1,1,1,2
6,45,0,1,0,0,0,1,1,2
6,70,0,0,0,0,0,1,1,1
7,65,0,0,0,0,1,1,1,2
4,72,0,0,1,0,1,1,1,2
5,56,1,1,0,0,1,1,1,2
5,50,0,0,0,0,1,1,1,2
6,65,0,0,0,0,1,0,0,2
6,50,0,0,0,0,0,1,1,2
6,45,1,1,0,0,0,1,1,2
6,65,0,0,0,0,1,1,0,2
6,55,0,0,0,0,0,1,1,3
6,55,0,0,0,0,0,1,0,3
8,50,0,0,0,0,1,1,0,2
6,55,0,0,0,0,1,1,0,2
6,60,0,1,0,0,0,1,1,2
6,40,0,0,0,0,0,0,0,3
6,40,0,1,1,0,0,1,1,2
6,48,0,0,0,0,0,1,1,2
6,50,0,1,0,0,0,1,1,2
6,45,0,1,0,0,1,1,0,2
6,46,0,1,0,0,0,1,1,1
6,50,0,0,0,0,1,0,0,2
6,45,0,0,0,0,0,1,1,2
6,55,0,1,0,0,0,1,1,2
6,45,1,1,1,0,0,1,1,2
6,42,1,1,0,0,0,1,1,2
6,46,1,0,0,0,0,1,0,1
6,50,1,0,0,0,1,1,1,3
6,40,0,0,0,0,1,1,1,4
6,60,0,1,0,0,1,1,1,3
6,42,0,1,0,0,0,1,1,2
6,42,1,1,0,0,0,1,1,2
6,42,0,1,0,0,0,1,1,2
6,45,0,0,0,0,1,1,1,2
6,40,1,1,0,0,1,1,1,2
6,50,0,0,0,0,0,1,0,3
6,50,0,1,0,0,0,1,0,3
6,40,0,0,0,0,0,0,0,1
6,60,0,0,0,0,1,1,1,2
6,60,0,0,0,0,1,1,0,2
6,50,0,0,0,0,1,1,1,1
6,50,0,0,0,0,0,1,1,2
5,60,0,1,1,0,1,1,0,2
7,65,0,0,0,0,1,1,1,3
6,50,0,0,0,0,1,1,0,2
6,55,0,0,0,0,1,1,1,2
5,50,0,0,0,0,0,1,0,2
5,60,0,0,0,0,1,1,1,2
6,48,0,0,0,0,1,1,1,2
6,65,0,0,0,0,1,1,0,2
6,60,0,0,0,0,1,1,1,3
6,60,0,0,0,0,0,1,0,2
4,66,0,0,1,0,1,1,0,2
6,40,0,1,0,0,0,1,1,2
6,50,0,0,0,0,0,1,0,3
6,50,1,1,0,0,0,1,1,2
7,60,0,0,0,0,1,0,0,3
5,84,1,1,1,0,1,1,1,2
6,50,0,1,0,0,0,1,1,3
6,40,0,0,0,0,0,1,0,3
6,50,0,0,0,0,1,1,1,1
5,48,1,1,1,0,0,1,0,2
4,72,1,1,1,0,0,0,0,2
5,60,0,0,0,0,0,1,0,2
7,60,0,0,0,0,1,0,0,2
6,42,0,0,0,0,0,1,0,2
7,52,1,1,1,0,0,1,0,2
4,54,1,1,1,0,0,1,1,2
5,48,1,1,1,0,0,1,0,2
5,54,1,1,1,0,0,1,1,2
5,48,1,1,1,0,0,1,0,2
5,72,1,1,0,0,1,1,0,3
8,56,0,0,0,0,1,1,0,3
5,70,1,1,1,0,1,1,1,2
5,70,1,1,1,0,1,1,1,2
4,72,1,1,0,0,1,1,1,2
7,60,1,1,1,0,1,1,0,2
3,48,1,1,1,0,0,1,0,2
9,60,1,1,0,0,1,1,0,2
2,40,1,1,1,0,0,0,0,2
7,72,1,1,1,0,1,1,0,2
5,60,1,1,0,0,1,1,1,2
6,45,0,0,0,0,0,1,0,3
6,45,0,0,0,0,0,1,0,3
6,45,0,0,0,0,0,1,0,3
5,30,0,0,0,1,0,1,1,2
6,35,0,0,0,0,0,0,0,3
6,50,0,0,0,0,1,1,1,3
6,45,0,0,0,0,1,1,0,4
6,48,1,1,1,0,0,0,1,2
5,54,1,1,1,0,0,1,0,2
5,78,1,1,1,0,1,1,0,2
5,84,1,1,1,0,1,1,0,2
4,66,1,1,0,0,1,1,0,2
5,60,1,1,1,0,1,1,0,2
6,48,0,0,0,0,0,1,1,2
6,50,0,0,0,0,1,1,1,2
6,56,0,0,0,0,1,1,1,2
6,43,1,0,0,0,1,1,1,3
6,50,0,0,0,0,1,1,1,2
6,48,0,0,0,0,0,1,0,3
6,45,0,0,0,0,0,1,0,3
5,66,1,1,1,0,1,1,0,2
4,60,1,1,1,0,1,1,0,2
2,60,1,1,1,0,1,1,0,2
6,40,0,0,0,0,0,1,1,2
6,50,0,0,0,0,0,1,1,2
5,36,0,1,0,0,0,1,0,2
5,48,0,1,0,0,0,1,0,2
2,16,1,1,1,0,0,0,0,2
8,40,1,1,1,0,1,1,1,3
9,60,1,1,1,0,1,1,0,3
7,60,0,0,0,0,0,1,0,2
5,54,0,0,0,0,0,1,0,1
6,45,0,0,0,0,0,1,1,2
6,42,0,0,0,0,0,1,1,2
8,70,0,0,0,0,1,1,1,2
6,30,0,0,0,0,0,1,1,2
6,20,0,0,0,0,0,0,0,3
6,42,0,0,0,0,1,1,1,2
6,63,0,0,0,0,0,1,1,3
6,7,0,1,0,0,0,1,0,2
6,63,0,0,0,0,1,1,1,2
6,50,0,0,0,0,1,1,1,2
6,10,0,0,0,0,0,1,0,3
6,30,0,0,0,0,0,1,1,3
9,70,0,1,0,0,1,1,1,2
6,45,0,0,0,0,1,1,1,2
4,84,0,0,1,0,1,1,1,3
4,70,1,1,0,0,1,1,1,2
4,65,0,1,1,0,1,1,0,2
5,84,1,1,1,0,1,1,1,3
6,50,0,1,0,0,0,1,1,2
4,70,1,1,0,0,1,1,0,2
5,60,0,0,1,0,1,1,0,2
2,50,1,1,1,0,1,1,1,1
4,65,1,1,0,0,1,1,1,3
6,60,0,1,0,0,1,1,1,3
6,40,0,0,0,0,0,1,0,2
4,70,0,0,0,0,0,1,1,3
5,60,0,1,1,0,0,1,1,2
6,70,0,0,0,0,0,1,1,2
6,60,0,0,0,0,0,1,0,2
5,50,0,0,0,0,0,1,0,1
5,48,1,1,0,0,0,1,0,3
7,60,1,1,0,0,1,1,0,3
6,45,0,0,0,0,1,0,0,3
6,60,0,0,0,0,0,1,1,2
6,65,0,0,0,0,1,1,1,2
6,50,0,0,0,0,1,1,1,2
6,50,0,0,0,0,0,1,1,2
6,20,0,0,0,0,0,0,0,3
6,15,0,0,0,0,0,0,0,2
6,35,0,0,0,0,0,0,0,2
6,20,0,0,0,0,0,0,0,2
6,60,0,0,0,0,1,1,1,2
6,26,0,1,0,0,0,0,0,2
6,55,0,1,1,0,1,1,0,2
6,65,0,0,1,0,1,0,0,3
6,36,0,0,0,0,1,1,0,2
6,50,0,1,1,0,0,1,1,2
6,50,0,1,0,0,0,1,1,2
2,66,1,1,1,0,1,1,1,2
5,66,1,1,1,0,1,1,0,2
4,60,0,1,0,0,1,1,1,2
5,60,0,1,0,0,1,1,1,2
5,60,0,1,0,0,1,1,0,3
5,60,1,1,1,0,1,1,0,2
6,60,0,0,0,0,1,1,0,2
6,40,0,1,0,0,0,1,1,1
6,60,0,0,0,0,1,1,0,2
6,42,1,1,0,0,0,1,1,2
6,60,0,0,0,0,1,1,0,3
6,50,0,1,1,0,1,1,1,2
6,60,0,0,0,0,1,1,0,2
7,52,0,0,1,0,1,1,1,1
5,60,0,0,0,0,1,1,1,3
6,50,0,1,0,0,1,1,0,2
6,60,0,0,0,0,1,1,0,1
6,60,0,1,0,0,1,1,1,2
6,50,1,0,1,0,0,1,1,2
6,55,0,0,0,0,0,1,1,2
4,80,0,0,0,0,1,1,0,3
5,60,1,1,1,0,0,1,0,2
6,50,0,0,0,0,0,1,1,2
6,42,0,1,0,0,0,1,0,2
5,45,1,1,1,0,0,1,0,2
4,55,0,0,0,0,1,0,0,2
6,50,0,0,0,0,0,0,0,2
6,50,0,0,0,0,0,1,1,2
6,50,0,0,0,0,0,1,1,3
6,40,0,0,0,0,0,1,1,3
6,41,0,0,0,0,0,1,1,2
6,55,0,0,0,0,0,1,0,3
6,55,0,0,0,0,1,0,0,2
7,60,1,1,0,0,1,1,0,2
5,48,1,1,1,0,0,1,0,2
5,84,1,1,0,0,1,1,1,2
5,72,1,1,0,0,1,1,0,1
8,60,0,1,1,0,0,1,0,2
4,48,0,0,0,0,0,1,0,3
4,50,1,1,0,0,0,1,1,2
6,49,0,0,0,0,0,1,1,3
6,35,0,0,0,0,0,1,1,2
2,30,0,0,0,0,0,1,1,3
6,42,0,0,0,0,1,0,1,2
6,40,0,0,0,0,1,1,0,2
6,45,0,0,0,0,1,1,1,2
6,45,0,0,0,0,1,1,1,2
8,60,1,1,1,0,1,1,0,2
2,45,1,1,1,0,0,0,0,1
6,15,0,0,0,0,0,0,0,3
6,20,0,0,0,0,0,0,0,2
6,20,0,0,0,0,0,0,0,2
6,20,0,0,0,0,0,0,0,2
6,20,0,0,0,0,0,0,0,3
5,60,1,1,1,0,1,1,1,2
9,72,1,1,1,0,1,1,0,3
4,60,0,1,0,0,1,1,1,2
6,40,0,0,0,0,0,1,1,2
6,50,0,0,0,0,0,1,0,2
7,40,0,1,0,0,0,1,0,2
6,50,0,0,0,0,0,1,0,2
6,60,0,0,0,0,1,1,0,2
5,72,1,1,0,0,1,1,0,3
5,60,1,1,1,0,1,1,0,4
4,60,1,1,1,0,1,1,0,2
5,60,1,1,1,0,1,1,1,2
5,84,1,1,0,0,1,1,1,2
6,40,0,0,0,0,0,0,0,2
6,48,0,0,0,0,0,1,0,3
6,48,0,0,0,0,0,1,0,2
7,70,0,0,1,0,1,1,1,2
4,70,0,0,0,0,1,1,1,3
5,70,0,0,0,0,1,1,0,3
5,70,0,0,1,0,1,1,0,2
5,70,0,0,1,0,1,1,1,2
5,70,0,0,0,0,1,1,0,3
5,60,0,0,0,0,1,1,0,2
4,48,0,0,0,0,1,1,0,2
4,48,0,0,0,0,0,1,1,2
7,48,0,0,0,0,0,1,0,2
6,14,0,0,0,0,0,1,1,2
4,50,1,0,0,0,1,1,1,2
5,60,0,0,0,1,1,1,1,2
6,50,0,0,0,0,1,1,0,4
6,50,0,1,1,0,1,1,1,2
5,55,1,1,1,0,1,1,1,2
8,84,1,1,1,0,1,1,1,3
6,50,0,0,0,0,1,1,1,1
5,60,0,1,0,0,0,1,0,2
4,65,0,1,1,0,1,1,0,2
6,25,0,1,0,0,0,1,1,2
6,30,0,1,0,0,0,1,1,2
2,30,1,1,1,0,0,0,0,2
2,40,1,1,1,0,0,0,0,2
2,30,0,1,0,0,0,0,0,1
5,50,1,1,1,0,1,0,0,1
6,70,0,0,0,0,0,1,1,1
6,65,0,0,0,0,1,1,1,2
6,49,0,0,0,0,1,1,1,2
6,60,0,0,0,0,0,1,0,2
6,65,0,1,0,0,1,1,1,2
4,72,1,1,1,0,1,1,0,2
4,22,1,1,1,0,1,1,1,2
5,54,0,0,0,0,0,1,0,2
5,84,1,1,1,0,1,1,1,2
4,66,1,1,1,0,1,1,1,2
5,60,1,1,1,0,1,1,1,2
4,90,1,0,0,0,1,1,1,2
4,84,1,1,1,0,1,1,1,2
5,40,1,1,0,0,1,1,1,2
7,48,0,0,0,0,0,1,0,2
4,98,1,1,1,0,1,1,1,3
6,30,0,0,0,0,0,1,1,3
6,20,0,0,0,0,0,0,0,3
6,20,0,0,0,0,0,0,0,3
6,48,0,0,0,0,1,1,1,2
6,48,0,0,0,0,1,1,0,2
5,72,0,1,0,0,1,1,0,2
7,40,0,0,0,0,0,1,1,3
6,20,0,0,0,0,0,0,0,3
7,40,0,0,0,0,0,1,0,2
5,60,1,1,1,0,1,1,0,2
6,42,1,1,0,0,1,1,1,2
6,35,1,1,0,0,1,1,1,3
6,40,0,1,0,0,1,1,1,3
6,55,0,1,0,0,1,1,1,3
6,40,0,1,0,0,1,0,0,2
5,70,1,1,1,0,1,1,1,2
4,66,0,1,1,0,1,1,1,2
2,70,0,0,0,0,1,1,1,2
6,15,0,0,0,0,0,0,0,2
7,48,1,1,1,0,1,1,0,2
6,56,0,0,0,0,1,1,1,3
2,56,0,0,0,0,0,1,1,2
4,54,0,0,0,0,0,1,1,2
5,60,0,1,0,0,1,1,1,2
6,50,0,1,0,0,1,1,1,3
6,70,0,0,0,0,1,1,0,2
5,60,1,1,1,0,1,1,0,2
6,65,0,0,0,0,0,1,1,2
4,72,0,0,1,0,1,1,0,2
4,60,0,1,0,0,1,1,1,2
4,74,0,0,1,0,1,1,1,2
5,65,0,0,0,0,1,1,0,2
5,60,0,1,1,0,1,1,1,1
6,60,0,1,0,0,1,1,1,2
6,72,0,0,0,0,1,1,0,2
4,50,0,0,1,0,1,1,1,2
4,50,0,1,0,0,1,1,1,2
6,10,0,0,0,0,0,0,0,2
5,30,0,0,0,0,0,0,0,2
4,70,1,1,0,0,1,1,0,2
5,30,0,0,0,0,0,1,0,3
5,30,0,0,0,0,0,0,0,3
5,48,0,0,0,0,0,0,0,2
6,40,0,0,0,0,0,0,0,2
6,48,0,0,0,0,1,0,0,2
6,48,0,0,0,0,0,1,0,2
6,56,0,0,0,0,1,1,1,2
6,56,0,0,0,0,1,0,0,3
6,56,0,0,0,0,1,0,0,2
6,48,0,0,0,0,1,0,0,2
5,70,1,0,0,0,0,1,1,2
5,150,0,1,0,0,1,1,1,2
8,50,1,1,1,0,1,1,0,3
6,65,0,0,0,0,1,1,1,2
4,60,1,1,0,0,1,1,1,3
8,50,0,0,1,0,1,1,1,3
7,50,0,0,1,0,1,1,1,2
5,72,1,1,1,0,1,1,0,2
8,60,1,1,1,0,1,1,0,2
2,60,1,1,1,0,1,1,0,1
5,60,1,1,1,0,1,1,0,2
6,36,0,1,0,0,1,1,1,1
4,72,1,1,1,0,1,1,1,2
5,72,0,1,0,0,1,1,0,2
4,65,0,0,0,0,1,1,1,2
2,50,1,1,0,0,1,1,0,2
5,54,1,1,0,0,1,1,0,2
7,54,0,1,1,0,1,1,0,3
5,60,0,1,0,0,1,1,0,2
6,40,0,0,0,0,1,1,0,2
6,50,0,0,0,0,1,0,1,2
6,35,0,0,0,0,1,0,0,2
6,40,0,0,0,0,1,1,0,2
6,40,0,0,0,0,1,1,0,2
6,50,0,0,0,0,1,1,1,3
6,50,0,0,0,0,0,1,1,3
6,50,0,0,0,0,0,1,1,3
6,40,0,0,0,0,1,1,0,2
6,60,0,1,0,0,1,1,0,2
2,70,0,0,0,0,0,1,1,2
6,60,0,0,0,0,0,1,0,2
6,40,0,0,0,0,0,0,0,3
6,30,0,0,0,0,0,1,1,3
5,50,1,1,1,0,1,1,0,2
2,40,0,0,0,0,0,0,0,1
4,56,0,0,0,0,1,1,1,3
7,72,1,1,1,0,1,1,0,2
5,72,1,1,1,0,1,1,0,2
6,70,0,0,0,0,1,1,1,2
6,50,0,0,0,0,1,0,0,3
6,50,0,0,0,0,0,1,1,3
4,60,0,0,0,0,1,1,0,2
4,60,1,1,1,0,1,1,1,2
5,60,1,0,0,0,1,1,0,3
5,50,0,0,0,0,1,1,0,2
6,60,0,1,0,0,1,1,1,2
6,55,0,1,0,0,1,1,1,2
6,60,0,1,0,0,1,1,1,2
6,60,0,1,0,0,1,1,1,2
6,60,0,1,0,0,1,1,1,2
5,72,1,1,1,0,1,1,0,2
2,72,1,1,1,0,1,1,0,2
4,42,0,1,0,0,1,1,1,2
4,50,0,0,0,0,1,1,1,2
4,50,0,0,0,0,1,1,0,2
2,40,1,1,1,0,0,0,0,2
6,28,0,0,0,0,0,1,1,2
6,35,0,0,0,0,0,1,1,2
5,77,1,1,0,0,1,1,1,2
4,60,1,1,1,0,1,1,0,2
6,31,1,1,0,0,0,1,1,2
7,50,0,0,0,0,1,0,0,2
6,35,0,0,0,0,0,1,1,1
6,60,0,1,0,0,1,1,1,2
4,98,0,0,1,0,1,1,1,2
4,56,0,0,0,0,1,1,1,2
6,20,0,1,0,0,0,1,1,2
5,60,1,1,1,0,1,1,0,2
5,66,1,1,1,0,1,1,0,1
9,80,0,1,1,0,1,1,1,2
5,70,1,1,1,0,1,1,1,3
6,55,0,0,1,0,0,1,1,2
5,60,1,0,1,0,1,1,0,2
5,60,0,0,0,0,1,1,0,2
6,40,0,0,0,0,0,1,0,2
5,72,0,0,0,0,0,1,0,2
5,36,0,1,0,0,0,1,0,1
5,60,1,1,1,0,1,1,1,2
5,60,1,1,1,0,1,1,0,2
6,30,0,0,0,0,0,0,0,3
6,30,0,0,0,0,0,1,0,2
6,35,0,0,0,0,0,0,0,2
6,30,0,0,0,0,0,1,0,2
6,30,0,0,0,0,0,1,0,3
6,35,0,0,0,0,0,0,0,3
6,30,0,0,0,0,0,0,0,2
6,25,0,0,0,0,0,0,0,3
6,15,0,0,0,0,0,0,0,3
6,30,0,0,0,0,0,0,0,2
4,54,1,1,1,0,1,1,0,2
5,60,0,0,1,0,1,1,1,2
5,60,0,0,0,0,1,1,1,3
2,28,0,0,0,0,0,1,1,2
7,70,0,1,0,0,1,1,1,2
8,50,0,0,0,0,0,1,1,2
8,60,0,1,0,0,0,1,0,2
2,84,0,0,0,0,1,1,1,3
6,30,0,0,0,0,0,1,0,2
