Occupation,weekly_hours,daily_work_hours_consistency,weekly_work_days_consistency,fixed_commute_times,shift_work_status,overtime_exceeds_10hrs,works_on_saturdays,works_on_sundays,satisfaction
4,84,0,0,0,0,1,1,1,3
4,83,0,0,0,0,1,1,1,2
8,48,0,1,0,0,1,1,1,2
9,50,0,1,0,0,1,1,0,2
7,60,0,1,1,0,1,1,0,2
4,91,0,1,0,0,1,1,1,2
5,40,1,1,1,0,0,0,0,3
4,42,0,0,0,0,0,1,1,2
8,80,0,0,0,0,1,1,1,3
4,84,0,1,0,0,1,1,1,2
8,72,0,1,0,0,1,1,0,2
2,24,0,0,0,0,0,1,0,2
8,32,0,0,0,0,0,1,0,4
1,63,0,1,0,0,0,1,1,2
7,40,0,0,0,0,1,1,1,3
5,77,0,1,0,0,1,1,1,3
4,60,0,1,0,0,0,1,0,3
7,60,1,1,1,0,1,1,0,2
8,50,0,0,0,0,1,1,1,3
5,98,0,1,0,0,1,1,1,2
4,48,0,1,0,0,0,1,0,3
9,30,1,1,1,0,0,0,0,1
8,36,0,1,0,0,0,1,1,2
7,60,1,1,0,0,1,1,0,2
6,15,0,0,0,0,0,1,1,3
8,66,1,1,1,0,1,1,0,2
6,20,0,0,0,0,0,0,0,3
6,10,0,0,0,0,0,1,1,2
6,30,0,0,0,0,0,0,0,3
4,60,1,1,1,0,1,1,1,2
8,72,1,1,1,0,1,1,0,3
7,48,0,0,1,0,0,1,0,3
4,60,1,1,1,0,1,1,0,2
5,60,1,1,0,0,0,1,0,4
6,30,0,0,0,0,0,0,0,2
5,60,0,0,0,0,1,1,0,2
8,60,1,1,1,0,0,1,0,1
4,70,1,1,0,0,1,1,0,2
6,49,0,1,0,0,0,1,1,3
6,12,0,0,0,0,0,1,1,1
5,60,1,1,1,0,1,1,0,2
7,48,0,0,0,0,0,1,0,2
6,30,0,0,0,0,0,1,0,2
8,72,0,0,1,0,1,1,0,2
6,30,0,0,0,0,0,1,0,2
6,30,0,0,0,0,0,1,0,2
8,78,1,1,0,0,1,1,0,2
4,72,0,0,1,0,1,1,0,2
4,72,1,1,1,0,1,1,0,2
4,60,1,1,1,0,1,1,1,2
8,60,1,1,1,0,1,1,0,2
6,40,0,0,0,0,0,1,1,3
6,50,0,0,0,0,0,1,1,3
6,40,0,0,0,0,0,1,1,3
6,40,0,0,0,0,0,1,1,3
6,40,0,0,0,0,0,1,1,3
6,40,0,0,0,0,0,1,1,3
6,38,0,0,0,0,0,0,0,2
6,50,0,0,0,0,0,1,1,2
6,30,0,0,0,0,0,1,1,3
5,50,0,0,0,0,0,1,1,2
6,30,0,0,0,0,0,1,1,2
6,50,1,0,0,0,1,1,1,3
6,60,0,0,0,0,1,1,1,3
6,70,0,0,0,0,1,1,1,3
6,60,0,0,0,0,1,1,1,3
6,60,0,0,0,0,1,1,1,3
6,20,0,0,0,0,0,1,0,3
6,35,0,0,0,0,0,1,1,3
6,35,0,0,0,0,0,1,1,3
6,35,0,0,0,0,0,0,1,2
2,40,0,1,0,0,0,0,0,2
5,60,1,1,1,0,1,1,1,2
4,54,1,1,1,0,1,1,0,1
4,50,0,1,1,0,1,1,0,2
5,60,1,1,1,0,1,1,1,2
5,60,1,1,1,0,1,1,0,3
4,60,0,1,0,0,0,1,0,2
6,30,0,0,0,0,0,1,1,3
2,72,0,0,0,0,1,1,0,3
6,30,0,0,0,0,0,0,1,2
6,30,0,0,0,0,0,0,1,3
6,20,0,0,0,0,0,1,1,3
5,40,0,0,0,0,0,1,1,2
8,60,0,0,0,0,1,1,1,3
4,60,0,0,0,0,1,1,1,3
4,60,0,0,0,0,0,1,1,4
5,80,1,1,0,0,1,1,1,2
4,72,1,1,1,0,1,1,1,2
7,77,1,1,0,0,1,1,1,2
6,25,0,0,0,0,0,0,0,2
6,23,0,0,0,0,0,0,1,2
6,20,0,0,0,0,0,0,0,3
4,70,0,0,0,0,1,1,1,3
6,48,0,0,0,0,0,1,0,2
6,20,0,0,0,0,0,0,0,3
6,25,0,0,0,0,0,0,0,2
6,30,0,0,0,0,0,0,0,2
6,30,0,0,0,0,0,0,0,3
6,20,0,0,0,0,0,0,0,3
6,30,0,0,0,0,0,0,0,2
6,30,0,0,0,0,0,0,0,2
8,60,0,0,0,0,0,1,1,3
5,60,0,0,0,0,1,1,0,2
8,72,0,0,0,0,1,1,0,2
2,20,0,0,0,0,0,0,0,2
2,16,0,0,0,0,0,0,0,3
2,40,1,1,1,0,0,1,0,2
5,48,1,1,1,0,0,1,0,2
5,98,1,1,1,0,1,1,1,2
5,72,1,1,1,0,1,1,0,1
5,49,0,0,0,0,1,1,1,2
6,28,0,0,0,0,1,1,1,2
6,25,0,0,0,0,1,1,1,2
6,20,0,0,0,0,1,0,0,2
6,35,0,0,0,0,1,0,0,2
6,30,0,0,0,0,0,0,0,3
6,50,0,0,0,0,1,1,0,3
6,60,0,0,0,0,1,1,1,2
6,70,0,0,0,0,1,1,1,3
6,60,0,0,0,0,1,1,1,3
6,60,0,0,0,0,1,1,1,3
7,60,0,0,0,0,0,1,0,3
5,48,0,0,0,0,1,1,0,2
2,21,0,0,0,0,0,0,0,3
8,70,1,1,1,0,1,1,1,2
5,42,1,1,1,0,0,1,0,1
5,84,1,1,1,0,1,1,1,3
7,30,0,0,0,0,0,1,0,3
7,60,0,0,0,0,1,1,1,3
7,72,0,0,0,0,1,1,0,1
7,84,0,0,0,0,1,1,1,3
2,54,1,1,1,0,0,1,0,2
5,91,1,1,1,0,1,1,1,3
7,60,0,0,0,0,1,1,0,2
8,70,0,0,0,0,1,1,0,2
6,42,0,0,0,0,1,1,1,3
8,50,0,0,0,0,1,1,1,2
5,70,0,0,0,0,1,1,1,2
4,60,0,0,0,0,1,1,1,2
5,60,0,0,0,0,1,1,1,3
8,60,0,0,0,0,1,1,0,2
7,72,0,0,0,0,1,1,1,3
5,30,0,1,0,0,0,0,0,2
2,35,0,0,0,0,0,1,1,1
9,35,0,0,0,0,0,1,0,3
4,80,0,0,0,0,1,0,0,2
6,28,0,0,0,0,0,0,0,2
6,30,0,0,0,0,1,1,1,2
7,48,0,1,0,0,0,1,0,2
4,72,1,1,1,0,1,1,1,3
2,35,1,1,0,0,0,1,1,2
5,70,0,0,0,0,1,1,1,4
6,30,0,0,0,0,0,1,0,2
5,100,0,0,0,0,1,1,1,4
4,36,1,1,0,0,0,1,0,2
5,50,1,1,1,0,1,1,0,2
7,50,0,0,0,0,1,1,1,3
8,60,0,0,0,0,1,1,0,3
4,54,0,0,0,0,0,1,1,2
4,84,0,0,0,0,1,1,1,4
6,30,1,1,0,0,0,1,0,2
6,30,1,1,0,0,0,0,0,3
6,40,1,1,0,0,0,1,0,3
6,50,1,1,0,0,0,1,1,2
6,50,1,1,0,0,0,1,0,3
6,60,1,1,0,0,0,1,1,3
6,50,1,1,0,0,0,1,1,2
5,28,1,1,0,0,0,1,1,3
8,60,0,0,0,0,0,1,0,2
5,60,0,1,0,0,1,1,1,2
5,70,1,1,1,0,1,1,1,3
2,54,1,1,1,0,0,1,0,2
7,50,0,1,0,0,1,1,0,3
8,75,0,0,0,0,1,1,0,4
2,54,0,0,0,0,0,1,0,2
8,50,0,0,0,0,0,1,1,3
7,40,0,0,0,0,1,0,0,3
5,70,0,0,0,0,0,1,0,3
8,48,0,0,0,0,0,0,0,2
2,15,0,1,0,0,0,0,0,2
5,48,0,1,0,0,0,1,0,2
7,84,0,0,0,0,0,0,0,4
7,30,0,1,0,0,0,0,0,3
6,15,0,0,0,0,0,0,0,2
6,40,0,0,0,0,0,1,1,3
6,40,0,1,0,0,0,0,0,2
6,45,0,1,0,0,0,1,0,2
6,55,0,1,0,0,0,1,1,2
6,48,1,1,0,0,0,1,0,3
6,35,0,0,0,0,0,0,0,2
6,40,0,0,0,0,0,0,0,3
8,56,0,1,0,0,0,1,1,2
6,10,0,0,0,0,0,1,1,2
6,18,0,0,0,0,0,1,1,3
6,20,0,0,0,0,0,0,0,3
6,24,0,0,0,0,1,0,1,2
6,18,0,0,0,0,0,0,0,2
6,21,0,0,0,0,1,1,1,3
5,72,0,0,0,0,1,1,0,2
5,84,1,1,0,0,1,1,1,2
4,70,0,0,0,0,1,1,1,2
7,50,0,0,0,0,1,1,0,4
7,60,1,1,0,0,1,1,0,4
4,60,1,1,1,0,1,1,0,2
8,60,0,1,0,0,0,1,0,2
4,84,0,1,0,0,1,1,1,2
9,60,0,0,0,0,1,1,0,2
7,16,0,0,0,0,0,0,0,3
6,35,0,0,0,0,0,1,1,2
6,25,0,0,0,0,0,1,0,2
8,20,0,0,0,0,0,1,1,2
8,30,0,0,0,0,0,1,1,1
8,40,1,0,1,0,0,1,1,2
5,72,0,0,0,0,1,1,0,3
5,80,1,1,1,0,1,1,0,2
8,60,0,0,0,0,1,1,0,2
2,66,0,0,0,0,1,1,0,1
5,49,0,0,0,0,0,1,1,2
5,84,1,1,0,0,1,1,1,2
4,42,0,1,0,0,0,1,1,2
7,14,0,0,0,0,0,1,1,2
5,140,1,1,1,0,1,1,1,4
5,40,0,1,0,0,0,1,1,2
5,40,0,1,1,0,1,1,1,2
4,50,1,1,1,0,0,1,1,1
6,30,0,0,0,0,0,1,0,3
6,30,0,0,0,0,0,0,0,2
6,25,0,0,0,0,0,0,0,2
6,21,0,0,0,0,0,1,1,2
2,40,0,0,0,0,1,0,0,2
4,84,0,0,0,0,1,1,1,3
8,24,0,0,0,0,1,0,0,2
5,60,1,1,0,0,1,1,0,2
8,48,0,0,1,0,0,1,0,2
6,60,0,0,0,0,1,1,1,3
6,65,0,0,0,0,1,1,1,3
6,60,0,0,0,0,1,1,1,3
6,65,0,0,0,0,1,1,0,3
5,60,1,0,0,0,1,1,1,2
6,40,0,0,0,0,0,1,1,3
5,54,0,0,0,0,0,1,0,2
8,50,0,0,0,0,1,1,0,2
5,126,1,1,0,0,1,1,1,4
5,60,1,1,1,0,1,1,0,3
5,140,1,1,1,0,1,1,1,2
6,30,0,0,0,0,0,1,0,2
6,40,0,0,0,0,0,1,1,3
6,40,0,0,0,0,0,1,1,3
6,40,0,0,0,0,0,1,1,3
6,40,0,0,0,0,0,1,1,3
6,40,0,0,0,0,0,0,0,3
6,45,0,0,0,0,0,0,0,3
6,50,0,0,0,0,0,1,1,3
7,48,1,1,1,0,0,1,0,2
7,48,0,0,0,0,0,1,0,2
5,60,1,1,1,0,1,1,0,2
7,40,1,1,1,0,0,1,0,2
5,78,1,1,1,0,1,1,0,4
4,84,1,1,1,1,1,1,1,2
2,40,0,0,0,0,0,0,0,3
5,60,0,0,0,0,1,1,0,2
5,66,1,1,1,0,1,1,0,2
4,77,0,1,0,0,1,1,1,2
5,80,1,1,1,0,1,1,1,2
7,50,0,0,0,0,1,1,1,2
4,84,0,1,0,0,1,1,1,2
5,84,1,1,0,0,0,1,1,2
4,48,0,1,0,0,0,1,1,2
5,72,0,0,0,0,1,1,0,2
8,60,0,0,0,0,0,1,0,3
6,30,0,0,0,0,0,1,1,2
2,36,0,0,0,0,0,1,1,3
6,50,0,0,0,0,0,1,1,3
4,84,1,1,1,0,1,1,1,2
4,77,1,1,1,0,1,1,1,3
5,60,1,1,1,0,1,1,0,2
4,42,1,1,0,0,0,0,0,3
4,70,1,1,0,0,1,1,1,4
8,72,1,1,1,0,1,1,0,2
5,70,0,1,0,0,0,1,1,2
5,98,0,0,0,0,1,1,1,2
8,66,0,1,0,0,1,1,0,3
2,48,0,1,0,0,0,1,0,2
5,60,0,0,0,0,0,1,1,3
6,40,0,0,0,0,0,0,0,2
6,40,0,0,0,0,0,1,1,2
8,40,0,0,0,0,0,1,1,2
2,42,1,1,1,0,0,1,0,2
4,70,0,1,0,0,1,1,1,2
5,70,1,1,0,0,1,1,1,2
6,40,1,1,0,0,1,1,1,3
6,20,0,0,0,0,0,1,1,2
6,70,0,0,0,0,0,1,1,2
6,60,0,0,0,0,1,1,0,3
6,60,0,0,0,0,0,1,1,2
6,60,0,0,0,0,1,1,0,2
2,77,0,1,1,0,1,1,1,2
5,91,1,1,1,0,1,1,1,2
4,70,1,1,1,0,1,1,1,3
7,63,0,0,1,0,0,1,1,3
4,66,1,1,0,0,1,1,1,2
2,25,1,1,1,0,0,0,0,1
5,70,1,1,1,0,1,1,1,2
5,60,0,1,1,0,1,1,0,2
3,30,0,0,0,0,0,0,0,2
5,91,0,1,0,0,1,1,1,2
7,40,0,1,0,0,0,1,0,3
5,84,1,1,1,0,1,1,1,4
5,126,1,1,1,0,1,1,1,3
5,114,1,1,0,0,1,1,0,3
2,40,0,1,1,0,1,1,1,3
8,60,0,0,1,1,1,1,1,3
5,84,0,1,0,0,1,1,1,3
6,60,0,0,0,0,0,1,1,2
6,45,0,0,0,0,0,1,1,2
6,60,0,0,0,0,1,1,1,2
6,35,0,0,0,0,0,1,1,2
5,100,1,1,1,0,1,1,1,1
5,60,0,0,0,0,1,1,0,1
5,72,0,1,0,0,1,1,0,2
7,70,0,0,0,0,0,1,1,3
9,70,0,0,0,0,1,1,1,3
8,90,0,0,0,0,1,1,0,3
5,70,0,0,0,0,1,1,1,3
8,60,0,0,0,0,1,1,1,2
5,67,0,1,0,0,1,1,1,2
7,40,0,1,0,0,0,0,0,3
7,55,0,1,0,0,0,1,0,3
5,60,0,1,0,0,1,1,0,2
8,70,0,1,0,0,1,1,1,2
6,50,0,0,0,0,0,1,1,2
8,52,0,0,1,1,1,1,1,2
7,70,0,1,0,0,1,1,1,1
4,60,0,1,0,0,1,1,1,3
5,112,0,1,0,0,1,1,1,4
2,48,1,1,0,0,0,0,0,2
5,63,1,1,0,0,0,1,1,3
6,35,0,0,0,0,0,1,1,3
6,28,0,0,0,0,0,1,0,2
7,15,0,0,0,0,0,0,1,3
6,31,0,0,0,0,0,1,1,3
8,60,1,1,1,0,1,1,0,2
9,70,0,1,0,0,1,1,1,2
2,4,0,0,0,0,0,0,0,4
2,35,0,0,0,0,0,1,1,2
5,84,0,1,0,0,1,1,1,2
2,40,0,0,0,0,1,0,0,2
2,20,1,1,0,0,0,0,0,3
8,60,0,0,0,0,0,1,1,3
8,56,1,1,1,0,1,1,0,2
5,48,1,0,0,0,1,1,0,2
6,20,0,0,0,0,0,1,1,2
6,70,1,0,0,0,1,1,1,3
6,60,1,0,0,0,1,1,1,2
6,28,0,0,0,0,0,1,1,1
6,25,0,0,0,0,0,0,0,2
4,48,0,0,0,0,0,1,0,2
6,36,0,0,0,0,0,1,1,3
6,32,0,0,0,0,0,1,1,2
6,45,0,0,0,0,0,1,1,3
6,40,0,0,0,0,1,1,1,3
6,40,0,0,0,0,1,1,1,2
5,98,0,0,0,0,1,1,1,3
8,48,1,0,0,0,0,1,1,3
8,30,0,0,1,0,0,0,0,3
7,30,0,0,0,0,1,1,1,2
5,60,1,1,0,0,1,1,0,2
5,54,1,1,1,0,1,1,0,2
5,80,0,1,0,0,1,1,1,3
9,66,0,0,0,0,1,1,0,3
8,50,0,0,0,0,1,1,1,2
5,77,0,0,0,0,1,1,1,2
9,66,0,0,0,0,1,1,0,1
5,90,0,0,0,0,1,1,0,3
5,70,1,1,0,0,1,1,1,3
8,85,0,0,0,0,1,1,1,4
8,32,0,0,0,0,0,1,1,3
4,60,1,1,0,0,1,1,0,3
5,60,0,0,0,0,1,1,1,2
5,50,0,0,0,0,0,1,1,2
8,40,1,1,1,0,0,0,0,2
7,54,1,1,1,0,1,1,0,1
4,66,1,1,0,0,1,1,1,2
5,55,0,0,0,0,0,1,1,2
5,60,1,1,0,0,1,1,0,2
8,15,0,0,0,0,0,0,0,3
2,36,1,1,0,0,0,1,0,2
5,60,1,1,0,0,1,1,0,3
5,70,0,1,0,0,1,1,1,3
5,72,1,1,1,0,1,1,0,3
5,60,0,1,0,0,1,1,0,3
5,70,1,1,0,0,1,1,1,3
5,60,1,1,1,0,1,1,1,2
2,48,1,1,1,0,0,1,0,1
1,40,0,0,0,0,0,0,0,1
5,70,1,1,1,0,1,1,1,2
5,84,1,1,1,0,1,1,1,2
2,40,0,0,0,0,1,1,1,4
4,60,1,1,0,0,1,1,1,2
4,70,1,1,0,0,1,1,1,1
2,70,1,1,0,0,1,1,1,2
5,70,1,1,1,0,1,1,1,2
4,72,1,0,0,0,1,1,1,2
4,56,0,0,0,0,0,1,1,3
4,56,0,0,0,0,0,1,1,3
7,48,0,1,0,0,0,1,0,2
6,30,0,0,0,0,0,1,1,2
2,60,0,0,0,0,0,1,0,1
7,70,0,0,0,0,0,1,1,2
4,70,0,0,0,0,1,1,1,2
4,75,0,0,0,0,1,1,1,2
5,80,1,1,0,0,1,1,1,1
6,28,0,0,0,0,0,1,1,3
6,10,1,1,0,0,0,0,0,3
6,30,1,1,0,0,0,1,1,3
6,63,1,1,0,0,0,1,1,3
6,84,1,0,0,0,1,1,1,2
6,20,0,0,0,0,0,0,1,2
5,48,0,0,0,0,0,1,1,2
7,40,0,0,0,0,0,0,0,2
5,48,0,0,0,0,0,1,0,2
2,40,1,1,1,0,0,0,0,2
6,28,0,0,0,0,0,0,0,2
6,24,0,0,0,0,0,0,0,2
2,9,0,0,0,0,0,0,0,2
2,12,0,1,0,0,0,0,0,2
4,84,1,1,0,0,1,1,1,2
5,70,1,1,1,0,1,1,1,3
7,50,1,0,1,0,1,1,0,3
4,80,1,1,0,0,1,1,1,3
5,60,0,0,0,0,1,1,1,3
4,80,1,1,0,0,1,1,1,2
4,90,0,1,0,0,1,1,1,2
5,80,1,1,0,0,1,1,1,2
7,48,1,1,0,0,0,1,0,1
6,56,0,0,0,0,0,1,1,2
6,70,0,0,0,0,1,1,1,2
6,63,0,0,0,0,0,1,1,2
6,35,0,0,0,0,0,1,1,3
6,70,1,1,0,0,1,1,1,2
8,48,1,1,1,0,0,1,0,2
6,50,0,0,0,0,0,1,1,2
6,60,0,0,0,0,0,1,1,2
5,60,1,1,0,0,1,1,1,2
7,70,1,1,0,0,1,1,1,2
9,60,1,1,1,0,1,1,1,2
5,60,1,1,0,0,1,1,0,2
5,48,0,1,0,0,0,1,0,2
5,60,0,1,0,0,1,1,0,2
5,66,1,1,0,0,1,1,0,2
5,60,1,1,0,0,1,1,0,1
7,60,1,0,0,0,1,1,1,2
9,100,1,1,0,0,1,1,1,3
4,70,1,1,0,0,1,1,1,3
7,66,1,1,1,0,1,1,1,2
8,80,0,0,0,0,0,1,1,3
8,50,0,0,0,0,1,1,0,3
5,35,0,0,0,0,0,1,0,2
4,70,0,1,0,0,1,1,1,2
4,84,1,1,0,0,1,1,1,2
5,72,1,1,1,0,1,1,1,2
6,15,0,0,0,0,0,1,1,2
5,72,0,0,0,0,1,1,0,3
8,45,0,0,0,0,0,1,1,3
7,32,0,0,0,0,0,1,1,2
6,27,0,0,0,0,0,0,0,2
6,20,0,0,0,0,0,1,1,3
6,25,0,0,0,0,0,1,1,2
6,30,0,0,0,0,0,1,1,2
6,20,0,0,0,0,0,1,1,3
6,30,0,0,0,0,0,1,1,1
4,70,0,0,0,0,1,1,1,3
4,72,0,0,0,0,1,1,1,2
5,84,0,0,0,0,1,1,1,2
4,72,0,0,0,0,1,1,1,2
2,40,1,1,1,0,0,1,0,2
8,48,0,0,0,0,0,0,0,3
6,28,0,0,0,0,0,1,1,2
6,54,0,1,0,0,0,1,1,2
5,98,1,1,1,0,1,1,1,3
5,70,1,1,0,0,1,1,1,3
5,70,1,1,1,0,1,1,1,3
4,78,1,1,1,0,1,1,1,2
6,36,0,0,0,0,0,1,1,3
6,18,0,0,0,0,0,1,0,2
6,32,0,0,0,0,1,1,1,3
6,25,1,1,0,0,1,1,1,2
6,12,0,0,0,0,0,1,1,2
6,15,0,0,0,0,0,1,1,2
6,15,0,0,0,0,0,1,1,3
6,30,0,0,0,0,0,1,1,2
2,30,1,1,0,0,0,0,0,2
8,60,0,1,0,0,1,1,0,2
6,27,0,0,0,0,0,1,1,3
5,66,1,1,1,0,1,1,0,2
6,20,0,0,0,0,0,1,0,3
4,72,0,0,0,0,1,1,1,2
8,60,0,0,0,0,1,1,1,2
7,54,1,1,1,0,1,1,0,2
2,40,0,0,0,0,0,0,0,1
9,50,0,1,0,0,0,0,0,3
7,77,0,0,0,0,1,1,1,3
5,39,1,1,1,0,1,1,1,3
7,30,1,1,1,0,0,0,0,3
6,30,0,0,0,0,0,1,1,2
6,40,0,0,0,0,0,1,1,3
6,60,0,0,0,0,0,1,1,2
6,42,0,0,0,0,0,1,1,3
6,60,0,0,0,0,0,1,1,3
6,50,1,1,1,0,0,1,1,3
6,40,0,0,0,0,0,1,1,3
6,40,0,0,0,0,0,1,1,2
6,56,0,0,0,0,1,1,1,3
6,49,0,0,0,0,1,1,1,2
6,60,1,1,0,0,0,1,1,2
5,70,1,1,0,0,1,1,1,2
4,60,1,1,0,0,1,1,0,3
6,48,0,0,0,0,1,0,0,2
4,42,1,1,1,0,0,1,1,2
8,48,0,0,0,0,1,1,1,3
5,70,1,1,1,0,1,1,1,2
4,70,1,1,1,0,1,1,1,2
6,42,0,0,0,0,0,1,1,1
6,43,0,0,0,0,0,1,1,1
5,60,0,0,0,0,1,1,1,1
6,40,1,1,1,0,0,1,1,2
6,60,1,1,1,0,1,1,1,2
6,70,1,1,1,0,1,1,1,2
6,29,0,0,0,0,1,1,1,2
6,24,0,0,0,0,0,1,1,2
6,30,0,0,0,0,1,0,0,2
6,42,0,0,0,0,0,1,1,2
6,40,0,0,0,0,0,1,1,2
6,7,0,0,0,0,0,0,0,3
6,48,0,0,0,0,1,1,1,2
6,46,0,0,0,0,0,1,1,2
4,48,0,0,0,0,0,1,0,2
7,30,0,0,0,0,0,1,0,2
5,48,0,0,0,0,0,1,1,3
4,40,0,0,0,0,0,1,0,4
6,35,0,0,0,0,0,1,1,2
6,30,0,0,0,0,0,1,1,2
6,20,0,0,0,0,0,1,1,2
6,20,0,0,0,0,0,1,1,3
6,20,0,0,0,0,0,1,1,3
5,48,0,0,0,0,1,1,1,2
2,48,1,1,1,0,0,1,0,2
6,30,0,0,0,0,0,0,0,2
5,40,1,1,0,0,0,0,0,2
8,56,0,0,0,0,0,1,1,3
7,60,0,0,0,0,0,1,0,2
4,70,1,1,1,0,1,1,1,1
7,66,1,1,0,0,1,1,0,2
2,25,0,0,0,0,0,0,0,2
5,60,0,1,0,0,1,1,0,2
8,72,1,1,0,0,1,1,0,3
7,60,1,1,1,0,1,1,0,2
6,28,0,0,0,0,0,1,1,2
6,20,0,0,0,0,0,0,0,3
6,20,0,0,0,0,0,0,0,4
6,30,0,0,0,0,0,1,0,4
6,20,0,0,0,0,0,0,0,4
6,30,0,0,0,0,0,1,1,3
7,84,1,1,1,0,1,1,0,2
7,60,0,0,0,0,1,1,0,1
5,140,1,1,1,0,1,1,1,3
5,84,0,0,0,0,1,1,1,4
6,40,0,0,0,0,0,1,1,3
6,28,0,0,0,0,0,0,0,4
6,40,0,0,0,0,0,1,1,2
6,40,0,0,0,0,0,1,1,4
6,28,0,0,0,0,0,0,0,2
6,20,0,0,0,0,0,0,0,2
7,10,0,0,0,0,0,0,0,4
6,20,0,0,0,0,0,1,1,3
6,30,0,0,0,0,0,1,1,2
6,25,0,0,0,0,0,1,1,2
6,20,0,0,0,0,0,1,1,3
4,56,0,1,0,0,1,1,1,2
6,25,0,0,0,0,0,0,0,2
5,70,1,1,0,0,0,1,1,3
5,70,0,1,0,0,1,1,1,1
2,25,0,0,0,0,0,0,0,2
7,60,1,1,1,0,1,1,1,2
8,54,1,1,1,0,1,1,0,2
6,30,0,0,0,0,0,1,0,2
6,25,0,0,0,0,0,0,0,2
5,48,1,1,1,0,0,1,0,2
6,25,0,0,0,0,0,0,0,2
5,30,0,0,0,0,0,0,0,2
9,30,0,0,0,0,0,1,0,4
5,72,0,0,0,0,1,1,1,2
5,120,0,1,0,0,1,1,1,2
5,72,1,1,0,0,1,1,0,2
4,60,0,1,0,0,1,1,0,2
9,45,0,0,0,0,1,1,1,3
6,20,0,1,1,0,0,1,1,2
6,20,0,1,1,0,0,1,1,2
9,42,0,1,0,0,0,1,1,2
7,70,0,0,0,0,0,1,1,2
5,72,1,1,1,0,1,1,0,3
7,79,1,1,1,0,1,1,1,3
8,48,1,1,1,0,0,1,0,2
8,60,0,0,0,0,1,1,0,3
2,56,0,0,0,0,1,1,1,3
6,30,1,1,0,0,0,0,0,3
6,49,1,1,0,0,0,1,1,2
4,84,0,0,0,0,1,1,1,2
4,70,0,0,0,0,1,1,1,2
5,50,1,1,0,0,0,1,0,2
5,97,0,0,0,0,1,1,1,2
8,98,1,1,0,0,1,1,1,2
4,72,0,1,0,0,1,1,0,2
5,48,0,1,0,0,0,1,0,2
6,20,0,0,0,0,0,1,1,2
6,30,0,0,0,0,0,1,1,2
2,30,0,0,0,0,1,1,1,2
6,40,0,0,0,0,0,1,1,2
1,20,0,0,0,0,0,1,1,2
6,30,0,0,0,0,0,0,0,2
5,72,1,1,0,0,1,1,0,3
4,72,1,1,0,0,1,1,0,2
5,72,1,1,0,0,0,1,0,2
5,80,1,1,0,0,0,1,0,2
7,40,1,1,0,0,0,1,0,2
5,72,1,1,0,0,0,1,0,2
5,60,1,1,0,0,0,1,0,2
6,20,0,0,0,0,0,1,1,2
6,35,0,0,0,0,0,0,1,3
6,30,0,0,0,0,0,1,1,3
6,30,0,0,0,0,0,1,1,2
1,50,0,0,0,0,0,1,0,2
6,40,0,0,0,0,0,1,1,3
6,50,1,1,0,0,1,1,1,3
6,34,1,0,0,0,0,1,1,3
6,57,1,1,0,0,0,1,1,2
6,54,1,1,0,0,0,1,1,2
4,48,0,0,0,0,0,1,1,2
6,40,0,0,0,0,0,1,1,3
6,50,0,0,0,0,1,1,1,3
6,54,0,0,0,0,1,1,1,1
